Surah,Ayah,Text,Char_Length,Casefolding,Tokenizing
2,36,"Lalu keduanya digelincirkan oleh syaitan dari surga itu dan dikeluarkan dari keadaan semula dan Kami berfirman: ""Turunlah kamu! sebagian kamu menjadi musuh bagi yang lain, dan bagi kamu ada tempat kediaman di bumi, dan kesenangan hidup sampai waktu yang ditentukan"".",266,lalu keduanya digelincirkan oleh syaitan dari surga itu dan dikeluarkan dari keadaan semula dan kami berfirman turunlah kamu sebagian kamu menjadi musuh bagi yang lain dan bagi kamu ada tempat kediaman di bumi dan kesenangan hidup sampai waktu yang ditentukan ,"['lalu', 'keduanya', 'digelincirkan', 'oleh', 'syaitan', 'dari', 'surga', 'itu', 'dan', 'dikeluarkan', 'dari', 'keadaan', 'semula', 'dan', 'kami', 'berfirman', 'turunlah', 'kamu', 'sebagian', 'kamu', 'menjadi', 'musuh', 'bagi', 'yang', 'lain', 'dan', 'bagi', 'kamu', 'ada', 'tempat', 'kediaman', 'di', 'bumi', 'dan', 'kesenangan', 'hidup', 'sampai', 'waktu', 'yang', 'ditentukan']"
2,37,"Kemudian Adam menerima beberapa kalimat dari Tuhannya, maka Allah menerima taubatnya. Sesungguhnya Allah Maha Penerima taubat lagi Maha Penyayang.",146,kemudian adam menerima beberapa kalimat dari tuhannya maka allah menerima taubatnya sesungguhnya allah maha penerima taubat lagi maha penyayang ,"['kemudian', 'adam', 'menerima', 'beberapa', 'kalimat', 'dari', 'tuhannya', 'maka', 'allah', 'menerima', 'taubatnya', 'sesungguhnya', 'allah', 'maha', 'penerima', 'taubat', 'lagi', 'maha', 'penyayang']"
2,38,"Kami berfirman: ""Turunlah kamu semuanya dari surga itu! Kemudian jika datang petunjuk-Ku kepadamu, maka barang siapa yang mengikuti petunjuk-Ku, niscaya tidak ada kekhawatiran atas mereka, dan tidak (pula) mereka bersedih hati"".",228,kami berfirman turunlah kamu semuanya dari surga itu kemudian jika datang petunjuk ku kepadamu maka barang siapa yang mengikuti petunjuk ku niscaya tidak ada kekhawatiran atas mereka dan tidak pula mereka bersedih hati ,"['kami', 'berfirman', 'turunlah', 'kamu', 'semuanya', 'dari', 'surga', 'itu', 'kemudian', 'jika', 'datang', 'petunjuk', 'ku', 'kepadamu', 'maka', 'barang', 'siapa', 'yang', 'mengikuti', 'petunjuk', 'ku', 'niscaya', 'tidak', 'ada', 'kekhawatiran', 'atas', 'mereka', 'dan', 'tidak', 'pula', 'mereka', 'bersedih', 'hati']"
2,39,"Adapun orang-orang yang kafir dan mendustakan ayat-ayat Kami, mereka itu penghuni neraka; mereka kekal di dalamnya.",115,adapun orang orang yang kafir dan mendustakan ayat ayat kami mereka itu penghuni neraka mereka kekal di dalamnya ,"['adapun', 'orang', 'orang', 'yang', 'kafir', 'dan', 'mendustakan', 'ayat', 'ayat', 'kami', 'mereka', 'itu', 'penghuni', 'neraka', 'mereka', 'kekal', 'di', 'dalamnya']"
2,40,"Hai Bani Israil, ingatlah akan nikmat-Ku yang telah Aku anugerahkan kepadamu, dan penuhilah janjimu kepada-Ku, niscaya Aku penuhi janji-Ku kepadamu; dan hanya kepada-Ku-lah kamu harus takut (tunduk).",199,hai bani israil ingatlah akan nikmat ku yang telah aku anugerahkan kepadamu dan penuhilah janjimu kepada ku niscaya aku penuhi janji ku kepadamu dan hanya kepada ku lah kamu harus takut tunduk ,"['hai', 'bani', 'israil', 'ingatlah', 'akan', 'nikmat', 'ku', 'yang', 'telah', 'aku', 'anugerahkan', 'kepadamu', 'dan', 'penuhilah', 'janjimu', 'kepada', 'ku', 'niscaya', 'aku', 'penuhi', 'janji', 'ku', 'kepadamu', 'dan', 'hanya', 'kepada', 'ku', 'lah', 'kamu', 'harus', 'takut', 'tunduk']"
2,41,"Dan berimanlah kamu kepada apa yang telah Aku turunkan (Al Quran) yang membenarkan apa yang ada padamu (Taurat), dan janganlah kamu menjadi orang yang pertama kafir kepadanya, dan janganlah kamu menukarkan ayat-ayat-Ku dengan harga yang rendah, dan hanya kepada Akulah kamu harus bertakwa.",289,dan berimanlah kamu kepada apa yang telah aku turunkan al quran yang membenarkan apa yang ada padamu taurat dan janganlah kamu menjadi orang yang pe ama kafir kepadanya dan janganlah kamu menukarkan ayat ayat ku dengan harga yang rendah dan hanya kepada akulah kamu harus be akwa ,"['dan', 'berimanlah', 'kamu', 'kepada', 'apa', 'yang', 'telah', 'aku', 'turunkan', 'al', 'quran', 'yang', 'membenarkan', 'apa', 'yang', 'ada', 'padamu', 'taurat', 'dan', 'janganlah', 'kamu', 'menjadi', 'orang', 'yang', 'pe', 'ama', 'kafir', 'kepadanya', 'dan', 'janganlah', 'kamu', 'menukarkan', 'ayat', 'ayat', 'ku', 'dengan', 'harga', 'yang', 'rendah', 'dan', 'hanya', 'kepada', 'akulah', 'kamu', 'harus', 'be', 'akwa']"
2,42,"Dan janganlah kamu campur adukkan yang hak dengan yang bathil dan janganlah kamu sembunyikan yang hak itu, sedang kamu mengetahui.",130,dan janganlah kamu campur adukkan yang hak dengan yang bathil dan janganlah kamu sembunyikan yang hak itu sedang kamu mengetahui ,"['dan', 'janganlah', 'kamu', 'campur', 'adukkan', 'yang', 'hak', 'dengan', 'yang', 'bathil', 'dan', 'janganlah', 'kamu', 'sembunyikan', 'yang', 'hak', 'itu', 'sedang', 'kamu', 'mengetahui']"
2,43,"Dan dirikanlah shalat, tunaikanlah zakat dan rukuÂ´lah beserta orang-orang yang rukuÂ´.",87,dan dirikanlah shalat tunaikanlah zakat dan ruku lah bese a orang orang yang ruku ,"['dan', 'dirikanlah', 'shalat', 'tunaikanlah', 'zakat', 'dan', 'ruku', 'lah', 'bese', 'a', 'orang', 'orang', 'yang', 'ruku']"
2,44,"Mengapa kamu suruh orang lain (mengerjakan) kebaktian, sedang kamu melupakan diri (kewajiban)mu sendiri, padahal kamu membaca Al Kitab (Taurat)? Maka tidaklah kamu berpikir?",173,mengapa kamu suruh orang lain mengerjakan kebaktian sedang kamu melupakan diri kewajiban mu sendiri padahal kamu membaca al kitab taurat maka tidaklah kamu berpikir ,"['mengapa', 'kamu', 'suruh', 'orang', 'lain', 'mengerjakan', 'kebaktian', 'sedang', 'kamu', 'melupakan', 'diri', 'kewajiban', 'mu', 'sendiri', 'padahal', 'kamu', 'membaca', 'al', 'kitab', 'taurat', 'maka', 'tidaklah', 'kamu', 'berpikir']"
2,45,"Jadikanlah sabar dan shalat sebagai penolongmu. Dan sesungguhnya yang demikian itu sungguh berat, kecuali bagi orang-orang yang khusyuÂ´",136,jadikanlah sabar dan shalat sebagai penolongmu dan sesungguhnya yang demikian itu sungguh berat kecuali bagi orang orang yang khusyu ,"['jadikanlah', 'sabar', 'dan', 'shalat', 'sebagai', 'penolongmu', 'dan', 'sesungguhnya', 'yang', 'demikian', 'itu', 'sungguh', 'berat', 'kecuali', 'bagi', 'orang', 'orang', 'yang', 'khusyu']"
2,46,"(yaitu) orang-orang yang meyakini, bahwa mereka akan menemui Tuhannya, dan bahwa mereka akan kembali kepada-Nya.",112, yaitu orang orang yang meyakini bahwa mereka akan menemui tuhannya dan bahwa mereka akan kembali kepada nya ,"['yaitu', 'orang', 'orang', 'yang', 'meyakini', 'bahwa', 'mereka', 'akan', 'menemui', 'tuhannya', 'dan', 'bahwa', 'mereka', 'akan', 'kembali', 'kepada', 'nya']"
2,47,"Hai Bani Israil, ingatlah akan nikmat-Ku yang telah Aku anugerahkan kepadamu dan (ingatlah pula) bahwasanya Aku telah melebihkan kamu atas segala umat.",151,hai bani israil ingatlah akan nikmat ku yang telah aku anugerahkan kepadamu dan ingatlah pula bahwasanya aku telah melebihkan kamu atas segala umat ,"['hai', 'bani', 'israil', 'ingatlah', 'akan', 'nikmat', 'ku', 'yang', 'telah', 'aku', 'anugerahkan', 'kepadamu', 'dan', 'ingatlah', 'pula', 'bahwasanya', 'aku', 'telah', 'melebihkan', 'kamu', 'atas', 'segala', 'umat']"
2,48,"Dan jagalah dirimu dari (azab) hari (kiamat, yang pada hari itu) seseorang tidak dapat membela orang lain, walau sedikitpun; dan (begitu pula) tidak diterima syafaÂ´at dan tebusan dari padanya, dan tidaklah mereka akan ditolong.",228,dan jagalah dirimu dari azab hari kiamat yang pada hari itu seseorang tidak dapat membela orang lain walau sedikitpun dan begitu pula tidak diterima syafa at dan tebusan dari padanya dan tidaklah mereka akan ditolong ,"['dan', 'jagalah', 'dirimu', 'dari', 'azab', 'hari', 'kiamat', 'yang', 'pada', 'hari', 'itu', 'seseorang', 'tidak', 'dapat', 'membela', 'orang', 'lain', 'walau', 'sedikitpun', 'dan', 'begitu', 'pula', 'tidak', 'diterima', 'syafa', 'at', 'dan', 'tebusan', 'dari', 'padanya', 'dan', 'tidaklah', 'mereka', 'akan', 'ditolong']"
2,49,"Dan (ingatlah) ketika Kami selamatkan kamu dari (FirÂ´aun) dan pengikut-pengikutnya; mereka menimpakan kepadamu siksaan yang seberat-beratnya, mereka menyembelih anak-anakmu yang laki-laki dan membiarkan hidup anak-anakmu yang perempuan. Dan pada yang demikian itu terdapat cobaan-cobaan yang besar dari Tuhanmu.",312,dan ingatlah ketika kami selamatkan kamu dari fir aun dan pengikut pengikutnya mereka menimpakan kepadamu siksaan yang seberat beratnya mereka menyembelih anak anakmu yang laki laki dan membiarkan hidup anak anakmu yang perempuan dan pada yang demikian itu terdapat cobaan cobaan yang besar dari tuhanmu ,"['dan', 'ingatlah', 'ketika', 'kami', 'selamatkan', 'kamu', 'dari', 'fir', 'aun', 'dan', 'pengikut', 'pengikutnya', 'mereka', 'menimpakan', 'kepadamu', 'siksaan', 'yang', 'seberat', 'beratnya', 'mereka', 'menyembelih', 'anak', 'anakmu', 'yang', 'laki', 'laki', 'dan', 'membiarkan', 'hidup', 'anak', 'anakmu', 'yang', 'perempuan', 'dan', 'pada', 'yang', 'demikian', 'itu', 'terdapat', 'cobaan', 'cobaan', 'yang', 'besar', 'dari', 'tuhanmu']"
2,50,"Dan (ingatlah), ketika Kami belah laut untukmu, lalu Kami selamatkan kamu dan Kami tenggelamkan (FirÂ´aun) dan pengikut-pengikutnya sedang kamu sendiri menyaksikan.",164,dan ingatlah ketika kami belah laut untukmu lalu kami selamatkan kamu dan kami tenggelamkan fir aun dan pengikut pengikutnya sedang kamu sendiri menyaksikan ,"['dan', 'ingatlah', 'ketika', 'kami', 'belah', 'laut', 'untukmu', 'lalu', 'kami', 'selamatkan', 'kamu', 'dan', 'kami', 'tenggelamkan', 'fir', 'aun', 'dan', 'pengikut', 'pengikutnya', 'sedang', 'kamu', 'sendiri', 'menyaksikan']"
2,51,"Dan (ingatlah), ketika Kami berjanji kepada Musa (memberikan Taurat, sesudah) empat puluh malam, lalu kamu menjadikan anak lembu (sembahan) sepeninggalnya dan kamu adalah orang-orang yang zalim.",194,dan ingatlah ketika kami berjanji kepada musa memberikan taurat sesudah empat puluh malam lalu kamu menjadikan anak lembu sembahan sepeninggalnya dan kamu adalah orang orang yang zalim ,"['dan', 'ingatlah', 'ketika', 'kami', 'berjanji', 'kepada', 'musa', 'memberikan', 'taurat', 'sesudah', 'empat', 'puluh', 'malam', 'lalu', 'kamu', 'menjadikan', 'anak', 'lembu', 'sembahan', 'sepeninggalnya', 'dan', 'kamu', 'adalah', 'orang', 'orang', 'yang', 'zalim']"
2,52,"Kemudian sesudah itu Kami maafkan kesalahanmu, agar kamu bersyukur.",67,kemudian sesudah itu kami maafkan kesalahanmu agar kamu bersyukur ,"['kemudian', 'sesudah', 'itu', 'kami', 'maafkan', 'kesalahanmu', 'agar', 'kamu', 'bersyukur']"
2,53,"Dan (ingatlah), ketika Kami berikan kepada Musa Al Kitab (Taurat) dan keterangan yang membedakan antara yang benar dan yang salah, agar kamu mendapat petunjuk.",159,dan ingatlah ketika kami berikan kepada musa al kitab taurat dan keterangan yang membedakan antara yang benar dan yang salah agar kamu mendapat petunjuk ,"['dan', 'ingatlah', 'ketika', 'kami', 'berikan', 'kepada', 'musa', 'al', 'kitab', 'taurat', 'dan', 'keterangan', 'yang', 'membedakan', 'antara', 'yang', 'benar', 'dan', 'yang', 'salah', 'agar', 'kamu', 'mendapat', 'petunjuk']"
2,54,"Dan (ingatlah), ketika Musa berkata kepada kaumnya: ""Hai kaumku, sesungguhnya kamu telah menganiaya dirimu sendiri karena kamu telah menjadikan anak lembu (sembahanmu), maka bertaubatlah kepada Tuhan yang menjadikan kamu dan bunuhlah dirimu. Hal itu adalah lebih baik bagimu pada sisi Tuhan yang menjadikan kamu; maka Allah akan menerima taubatmu. Sesungguhnya Dialah Yang Maha Penerima taubat lagi Maha Penyayang"".",415,dan ingatlah ketika musa berkata kepada kaumnya hai kaumku sesungguhnya kamu telah menganiaya dirimu sendiri karena kamu telah menjadikan anak lembu sembahanmu maka be aubatlah kepada tuhan yang menjadikan kamu dan bunuhlah dirimu hal itu adalah lebih baik bagimu pada sisi tuhan yang menjadikan kamu maka allah akan menerima taubatmu sesungguhnya dialah yang maha penerima taubat lagi maha penyayang ,"['dan', 'ingatlah', 'ketika', 'musa', 'berkata', 'kepada', 'kaumnya', 'hai', 'kaumku', 'sesungguhnya', 'kamu', 'telah', 'menganiaya', 'dirimu', 'sendiri', 'karena', 'kamu', 'telah', 'menjadikan', 'anak', 'lembu', 'sembahanmu', 'maka', 'be', 'aubatlah', 'kepada', 'tuhan', 'yang', 'menjadikan', 'kamu', 'dan', 'bunuhlah', 'dirimu', 'hal', 'itu', 'adalah', 'lebih', 'baik', 'bagimu', 'pada', 'sisi', 'tuhan', 'yang', 'menjadikan', 'kamu', 'maka', 'allah', 'akan', 'menerima', 'taubatmu', 'sesungguhnya', 'dialah', 'yang', 'maha', 'penerima', 'taubat', 'lagi', 'maha', 'penyayang']"
2,55,"Dan (ingatlah), ketika kamu berkata: ""Hai Musa, kami tidak akan beriman kepadamu sebelum kami melihat Allah dengan terang, karena itu kamu disambar halilintar, sedang kamu menyaksikannya"".",188,dan ingatlah ketika kamu berkata hai musa kami tidak akan beriman kepadamu sebelum kami melihat allah dengan terang karena itu kamu disambar halilintar sedang kamu menyaksikannya ,"['dan', 'ingatlah', 'ketika', 'kamu', 'berkata', 'hai', 'musa', 'kami', 'tidak', 'akan', 'beriman', 'kepadamu', 'sebelum', 'kami', 'melihat', 'allah', 'dengan', 'terang', 'karena', 'itu', 'kamu', 'disambar', 'halilintar', 'sedang', 'kamu', 'menyaksikannya']"
2,56,"Setelah itu Kami bangkitkan kamu sesudah kamu mati, supaya kamu bersyukur.",74,setelah itu kami bangkitkan kamu sesudah kamu mati supaya kamu bersyukur ,"['setelah', 'itu', 'kami', 'bangkitkan', 'kamu', 'sesudah', 'kamu', 'mati', 'supaya', 'kamu', 'bersyukur']"
2,57,"Dan Kami naungi kamu dengan awan, dan Kami turunkan kepadamu ""manna"" dan ""salwa"". Makanlah dari makanan yang baik-baik yang telah Kami berikan kepadamu; dan tidaklah mereka menganiaya Kami; akan tetapi merekalah yang menganiaya diri mereka sendiri.",248,dan kami naungi kamu dengan awan dan kami turunkan kepadamu manna dan salwa makanlah dari makanan yang baik baik yang telah kami berikan kepadamu dan tidaklah mereka menganiaya kami akan tetapi merekalah yang menganiaya diri mereka sendiri ,"['dan', 'kami', 'naungi', 'kamu', 'dengan', 'awan', 'dan', 'kami', 'turunkan', 'kepadamu', 'manna', 'dan', 'salwa', 'makanlah', 'dari', 'makanan', 'yang', 'baik', 'baik', 'yang', 'telah', 'kami', 'berikan', 'kepadamu', 'dan', 'tidaklah', 'mereka', 'menganiaya', 'kami', 'akan', 'tetapi', 'merekalah', 'yang', 'menganiaya', 'diri', 'mereka', 'sendiri']"
2,58,"Dan (ingatlah), ketika Kami berfirman: ""Masuklah kamu ke negeri ini (Baitul Maqdis), dan makanlah dari hasil buminya, yang banyak lagi enak dimana yang kamu sukai, dan masukilah pintu gerbangnya sambil bersujud, dan katakanlah: ""Bebaskanlah kami dari dosa"", niscaya Kami ampuni kesalahan-kesalahanmu, dan kelak Kami akan menambah (pemberian Kami) kepada orang-orang yang berbuat baik"".",385,dan ingatlah ketika kami berfirman masuklah kamu ke negeri ini baitul maqdis dan makanlah dari hasil buminya yang banyak lagi enak dimana yang kamu sukai dan masukilah pintu gerbangnya sambil bersujud dan katakanlah bebaskanlah kami dari dosa niscaya kami ampuni kesalahan kesalahanmu dan kelak kami akan menambah pemberian kami kepada orang orang yang berbuat baik ,"['dan', 'ingatlah', 'ketika', 'kami', 'berfirman', 'masuklah', 'kamu', 'ke', 'negeri', 'ini', 'baitul', 'maqdis', 'dan', 'makanlah', 'dari', 'hasil', 'buminya', 'yang', 'banyak', 'lagi', 'enak', 'dimana', 'yang', 'kamu', 'sukai', 'dan', 'masukilah', 'pintu', 'gerbangnya', 'sambil', 'bersujud', 'dan', 'katakanlah', 'bebaskanlah', 'kami', 'dari', 'dosa', 'niscaya', 'kami', 'ampuni', 'kesalahan', 'kesalahanmu', 'dan', 'kelak', 'kami', 'akan', 'menambah', 'pemberian', 'kami', 'kepada', 'orang', 'orang', 'yang', 'berbuat', 'baik']"
2,59,"Lalu orang-orang yang zalim mengganti perintah dengan (mengerjakan) yang tidak diperintahkan kepada mereka. Sebab itu Kami timpakan atas orang-orang yang zalim itu dari langit, karena mereka berbuat fasik.",205,lalu orang orang yang zalim mengganti perintah dengan mengerjakan yang tidak diperintahkan kepada mereka sebab itu kami timpakan atas orang orang yang zalim itu dari langit karena mereka berbuat fasik ,"['lalu', 'orang', 'orang', 'yang', 'zalim', 'mengganti', 'perintah', 'dengan', 'mengerjakan', 'yang', 'tidak', 'diperintahkan', 'kepada', 'mereka', 'sebab', 'itu', 'kami', 'timpakan', 'atas', 'orang', 'orang', 'yang', 'zalim', 'itu', 'dari', 'langit', 'karena', 'mereka', 'berbuat', 'fasik']"
2,60,"Dan (ingatlah) ketika Musa memohon air untuk kaumnya, lalu Kami berfirman: ""Pukullah batu itu dengan tongkatmu"". Lalu memancarlah daripadanya dua belas mata air. Sungguh tiap-tiap suku telah mengetahui tempat minumnya (masing-masing). Makan dan minumlah rezeki (yang diberikan) Allah, dan janganlah kamu berkeliaran di muka bumi dengan berbuat kerusakan.",354,dan ingatlah ketika musa memohon air untuk kaumnya lalu kami berfirman pukullah batu itu dengan tongkatmu lalu memancarlah daripadanya dua belas mata air sungguh tiap tiap suku telah mengetahui tempat minumnya masing masing makan dan minumlah rezeki yang diberikan allah dan janganlah kamu berkeliaran di muka bumi dengan berbuat kerusakan ,"['dan', 'ingatlah', 'ketika', 'musa', 'memohon', 'air', 'untuk', 'kaumnya', 'lalu', 'kami', 'berfirman', 'pukullah', 'batu', 'itu', 'dengan', 'tongkatmu', 'lalu', 'memancarlah', 'daripadanya', 'dua', 'belas', 'mata', 'air', 'sungguh', 'tiap', 'tiap', 'suku', 'telah', 'mengetahui', 'tempat', 'minumnya', 'masing', 'masing', 'makan', 'dan', 'minumlah', 'rezeki', 'yang', 'diberikan', 'allah', 'dan', 'janganlah', 'kamu', 'berkeliaran', 'di', 'muka', 'bumi', 'dengan', 'berbuat', 'kerusakan']"
2,61,"Dan (ingatlah), ketika kamu berkata: ""Hai Musa, kami tidak bisa sabar (tahan) dengan satu macam makanan saja. Sebab itu mohonkanlah untuk kami kepada Tuhanmu, agar Dia mengeluarkan bagi kami dari apa yang ditumbuhkan bumi, yaitu sayur-mayurnya, ketimunnya, bawang putihnya, kacang adasnya, dan bawang merahnya"". Musa berkata: ""Maukah kamu mengambil yang rendah sebagai pengganti yang lebih baik? Pergilah kamu ke suatu kota, pasti kamu memperoleh apa yang kamu minta"". Lalu ditimpahkanlah kepada mereka nista dan kehinaan, serta mereka mendapat kemurkaan dari Allah. Hal itu (terjadi) karena mereka selalu mengingkari ayat-ayat Allah dan membunuh para Nabi yang memang tidak dibenarkan. Demikian itu (terjadi) karena mereka selalu berbuat durhaka dan melampaui batas.",767,dan ingatlah ketika kamu berkata hai musa kami tidak bisa sabar tahan dengan satu macam makanan saja sebab itu mohonkanlah untuk kami kepada tuhanmu agar dia mengeluarkan bagi kami dari apa yang ditumbuhkan bumi yaitu sayur mayurnya ketimunnya bawang putihnya kacang adasnya dan bawang merahnya musa berkata maukah kamu mengambil yang rendah sebagai pengganti yang lebih baik pergilah kamu ke suatu kota pasti kamu memperoleh apa yang kamu minta lalu ditimpahkanlah kepada mereka nista dan kehinaan se a mereka mendapat kemurkaan dari allah hal itu terjadi karena mereka selalu mengingkari ayat ayat allah dan membunuh para nabi yang memang tidak dibenarkan demikian itu terjadi karena mereka selalu berbuat durhaka dan melampaui batas ,"['dan', 'ingatlah', 'ketika', 'kamu', 'berkata', 'hai', 'musa', 'kami', 'tidak', 'bisa', 'sabar', 'tahan', 'dengan', 'satu', 'macam', 'makanan', 'saja', 'sebab', 'itu', 'mohonkanlah', 'untuk', 'kami', 'kepada', 'tuhanmu', 'agar', 'dia', 'mengeluarkan', 'bagi', 'kami', 'dari', 'apa', 'yang', 'ditumbuhkan', 'bumi', 'yaitu', 'sayur', 'mayurnya', 'ketimunnya', 'bawang', 'putihnya', 'kacang', 'adasnya', 'dan', 'bawang', 'merahnya', 'musa', 'berkata', 'maukah', 'kamu', 'mengambil', 'yang', 'rendah', 'sebagai', 'pengganti', 'yang', 'lebih', 'baik', 'pergilah', 'kamu', 'ke', 'suatu', 'kota', 'pasti', 'kamu', 'memperoleh', 'apa', 'yang', 'kamu', 'minta', 'lalu', 'ditimpahkanlah', 'kepada', 'mereka', 'nista', 'dan', 'kehinaan', 'se', 'a', 'mereka', 'mendapat', 'kemurkaan', 'dari', 'allah', 'hal', 'itu', 'terjadi', 'karena', 'mereka', 'selalu', 'mengingkari', 'ayat', 'ayat', 'allah', 'dan', 'membunuh', 'para', 'nabi', 'yang', 'memang', 'tidak', 'dibenarkan', 'demikian', 'itu', 'terjadi', 'karena', 'mereka', 'selalu', 'berbuat', 'durhaka', 'dan', 'melampaui', 'batas']"
